payload,count,max,mean,min,stddev,p50,p75,p95,p98,p99,p999
payload_1k,100,6,6.000000,6,0.000000,6.000000,6.000000,6.000000,6.000000,6.000000,6.000000
payload_5k,100,9,6.060705,6,0.422409,6.000000,6.000000,6.000000,9.000000,9.000000,9.000000
payload_10k,100,6,6.000000,6,0.000000,6.000000,6.000000,6.000000,6.000000,6.000000,6.000000
payload_50k,100,15,7.342485,4,1.414068,7.000000,7.000000,11.000000,11.000000,15.000000,15.000000
payload_100k,100,19,9.625709,5,2.043052,9.000000,9.000000,14.000000,19.000000,19.000000,19.000000
payload_200k,100,20,13.332354,12,2.741178,12.000000,12.000000,19.000000,19.000000,19.000000,20.000000
payload_400k,100,39,22.896061,10,5.526374,19.000000,29.000000,29.000000,39.000000,39.000000,39.000000
