payload,count,mean_rate,m1_rate,m5_rate,m15_rate,rate_unit
payload_1k,100,6.630028,16.929634,19.344322,19.779008,events/second
payload_5k,100,4.860139,15.576016,19.024588,19.669429,events/second
payload_10k,100,5.065291,16.929634,19.344322,19.779008,events/second
payload_50k,100,2.026997,10.268342,17.503466,19.130575,events/second
payload_100k,100,1.083240,4.850421,15.065373,18.197566,events/second
payload_200k,100,0.568421,1.154847,11.125122,16.228263,events/second
payload_400k,100,0.321420,0.095682,5.457386,10.708273,events/second
