payload,count,max,mean,min,stddev,p50,p75,p95,p98,p99,p999
payload_1k,100,8396,108.531448,7,884.423048,12.000000,15.000000,23.000000,172.000000,8396.000000,8396.000000
payload_5k,100,177,18.349105,8,25.846603,13.000000,15.000000,41.000000,140.000000,159.000000,177.000000
payload_10k,100,9157,109.351649,8,918.993421,12.000000,15.000000,23.000000,137.000000,9157.000000,9157.000000
payload_50k,100,214,21.916885,8,28.845820,14.000000,18.000000,74.000000,86.000000,173.000000,214.000000
payload_100k,100,216,23.824022,10,26.202337,15.000000,22.000000,70.000000,78.000000,117.000000,216.000000
payload_200k,100,7262,114.241016,13,754.344393,22.000000,38.000000,95.000000,293.000000,7262.000000,7262.000000
payload_400k,100,507,66.777694,15,60.945301,46.000000,94.000000,160.000000,184.000000,184.000000,507.000000
