t,count,max,mean,min,stddev,p50,p75,p95,p98,p99,p999
1595364605,100,2,2.000000,2,0.000000,2.000000,2.000000,2.000000,2.000000,2.000000,2.000000
1595364801,100,3,3.000000,3,0.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000
1595364928,100,3,3.000000,3,0.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000
1595365089,100,10,9.501646,5,1.497803,10.000000,10.000000,10.000000,10.000000,10.000000,10.000000
1595365327,100,20,19.802006,10,1.393105,20.000000,20.000000,20.000000,20.000000,20.000000,20.000000
1595366072,100,41,40.788657,21,2.045040,41.000000,41.000000,41.000000,41.000000,41.000000,41.000000
1595366925,100,82,81.549831,41,4.272500,82.000000,82.000000,82.000000,82.000000,82.000000,82.000000
