t,count,max,mean,min,stddev,p50,p75,p95,p98,p99,p999
1593657398,100,41,25.975954,23,2.192051,26.000000,26.000000,29.000000,32.000000,41.000000,41.000000
1593657519,100,67,31.332110,23,8.506107,29.000000,33.000000,49.000000,59.000000,64.000000,67.000000
1593657626,100,47,27.196906,24,3.622580,26.000000,28.000000,34.000000,42.000000,47.000000,47.000000
1593657773,100,324,42.344711,24,36.872394,28.000000,37.000000,94.000000,127.000000,127.000000,324.000000
1593658027,100,229,101.157518,25,49.474401,98.000000,134.000000,187.000000,209.000000,209.000000,229.000000
1593658472,100,441,209.394010,26,168.972338,136.000000,387.000000,425.000000,435.000000,441.000000,441.000000
1593659227,100,504,400.205119,37,64.570061,394.000000,455.000000,483.000000,489.000000,502.000000,504.000000
